분류,단원,단어,뜻
파생어,Day 40,irony,"반어, 비꼼; 역설적인 상황"
파생어,Day 40,ironically,반어적으로; 얄궂게도
표제어,Day 40,pessimistic,"비관적인, 염세적인"
파생어,Day 40,pessimist,비관주의자
표제어,Day 40,informative,"정보를 주는, 유익한"
파생어,Day 40,inform,"알리다, 통지하다"
파생어,Day 40,information,"정보, 자료"
표제어,Day 40,admirable,감탄할 만한
파생어,Day 40,admire,"감탄하다, 칭찬하다"
파생어,Day 40,admiration,"감탄, 존경"
표제어,Day 40,suspicious,"의심스러운, 수상한"
표제어,Day 40,narrative,"서술의; 이야기로 이루어진; 이야기, 담화"
파생어,Day 40,narrate,이야기하다; 내레이션을 하다
표제어,Day 41,wage,"임금, 급료"
표제어,Day 41,incentive,"포상물, 인센티브; 자극, 동기"
표제어,Day 41,boost,"신장시키다, 북돋우다; 격려, 힘; 증가"
표제어,Day 41,collapse,"(가격이) 폭락하다; 무너지다, 붕괴하다"
표제어,Day 41,thrift,"검약, 절약"
파생어,Day 41,thrifty,"절약하는, 알뜰한"
표제어,Day 41,constrain,~하게 만들다[강요하다]; 제한하다
파생어,Day 41,constraint,"제약; 제한, 통제"
표제어,Day 41,budget,예산; 예산안
표제어,Day 41,auction,경매; 경매하다
표제어,Day 41,lease,임대차 계약; 임대하다
표제어,Day 41,loan,대여; 융자금; 빌려주다
표제어,Day 41,monetary,"화폐의, 통화의"
표제어,Day 41,stock,주식; 재고; 저장
파생어,Day 41,stockholder,주주
파생어,Day 41,stock market,주식 시장
표제어,Day 41,currency,"통화, 화폐; (화폐의) 유통"
표제어,Day 41,debt,"빚, 부채"
파생어,Day 41,debtor,채무자
표제어,Day 41,exclusive,"독점적인; 배타적인; 고급의, 고가의; 독점 기사"
파생어,Day 41,exclude,"제외하다, 배제하다"
파생어,Day 41,exclusion,"제외, 배제"
표제어,Day 41,affiliate,"(더 큰 회사·기관과) 제휴하다, 연계하다; 지부, 계열사"
파생어,Day 41,affiliation,"가입, 소속; 제휴"
표제어,Day 41,enterprise,"기업(체), 회사; 사업"
파생어,Day 41,entrepreneur,기업가
표제어,Day 41,commercial,"상업의, 무역의; 광고 방송"
파생어,Day 41,commerce,"상업, 무역"
파생어,Day 41,commercialize,상업화하다
표제어,Day 41,barter,"물물교환; 물물교환을 하다, 교역하다"
표제어,Day 41,incorporate,법인 조직으로 만들다; 포함하다
표제어,Day 41,executive,(기업 등의) 경영 간부[이사]; ((the ~)) 행정부; 경영의; 행정의
표제어,Day 41,harvest,"수확, 추수; 수확하다"
표제어,Day 41,reap,"(농작물을) 베어들이다, 수확하다"
표제어,Day 41,barn,"(곡식 등의) 헛간, 창고"
파생어,Day 41,barnyard,농가[농장] 마당
표제어,Day 41,barren,불모의; 열매를 맺지 못하는
표제어,Day 41,vessel,"배, 선박; 용기, 그릇"
표제어,Day 41,freight,운송[적재] 화물; 화물을 싣다; 운송하다
표제어,Day 41,shipment,"선적, (화물의) 발송"
표제어,Day 41,transport,"수송하다, 나르다; 수송, 운송"
표제어,Day 41,wagon,"4륜차; (노상의) 물건 파는 수레, 짐마차"
표제어,Day 42,literature,"문예, 문학"
파생어,Day 42,literary,"문학의, 문학적인"
표제어,Day 42,author,"저자, 작가"
파생어,Day 42,authorial,저자[작가]의
표제어,Day 42,epic,"서사시의, 서사체의; 서사시; 대하 소설"
표제어,Day 42,plot,줄거리; 음모
표제어,Day 42,clue,"(이야기·생각의) 줄거리; 실마리, 단서; ~에 암시를 주다"
표제어,Day 42,summary,"요약, 개요"
파생어,Day 42,summarize,요약하다
파생어,Day 42,in summary,요약하면
표제어,Day 42,rhyme,"운, 압운"
표제어,Day 42,metaphor,은유
파생어,Day 42,metaphorical,"은유의, 비유적인"
표제어,Day 42,context,문맥; (사건 따위의) 정황
파생어,Day 42,contextualize,맥락과 관련짓다
표제어,Day 42,legendary,"전설적인, 아주 유명한; 전설에 나오는"
파생어,Day 42,legend,전설; 전설적 인물
표제어,Day 42,paradox,"역설, 패러독스; 모순되는 말"
파생어,Day 42,paradoxical,"역설의, 모순적인"
표제어,Day 42,aesthetic,"미(美)의, 미학의"
표제어,Day 42,pottery,도기; 도기 제조법
파생어,Day 42,potter,"도공, 도예가"
표제어,Day 42,sculpture,조각; 조각술
파생어,Day 42,sculpt,"새기다, 조각하다"
파생어,Day 42,sculptor,조각가
표제어,Day 42,mo(u)ld,(주조용의) 틀; 곰팡이; 성격; 본뜨다; (성격을) 형성하다
파생어,Day 42,molding,"틀로 만들기, 주조"
표제어,Day 42,symphony,"교향곡, 심포니"
표제어,Day 42,choir,"합창단, (교회의) 성가대"
표제어,Day 42,acid,산(酸); 산성의
파생어,Day 42,acid rain,산성비
표제어,Day 42,litter,"잡동사니, 쓰레기; 어지르다"
표제어,Day 42,consensus,"의견 일치, 합의"
표제어,Day 42,landfill,쓰레기 매립(지)
표제어,Day 42,pesticide,"살충제, 농약"
표제어,Day 42,contaminate,"더럽히다, 오염시키다"
파생어,Day 42,contamination,오염
표제어,Day 42,detergent,세제
표제어,Day 42,biomass,"생물량; 바이오매스(에너지원으로 이용되는 생물체 폐기물, 생물 자원)"
파생어,Day 42,biomass fuel,바이오매스 연료(메탄·수소로 만든 합성 연료)
표제어,Day 42,resource,자원; 원천
표제어,Day 42,intertwine,뒤얽히다; 밀접하게 관련되다
표제어,Day 42,ecosystem,생태계
표제어,Day 42,marine,"바다의, 바다에 사는"
표제어,Day 42,urban,"도시의, 도시에 사는"
파생어,Day 42,urbanization,도시화
표제어,Day 43,cheat,속이다; 사기꾼; 속이기
표제어,Day 43,criminal,"범죄자, 범인; 범죄의"
파생어,Day 43,crime,"(법률상의) 죄, 범죄"
표제어,Day 43,infringe,"(법률·협정 따위를) 어기다, 위반하다, (권리를) 침해하다"
파생어,Day 43,infringement,"위반, 침해"
표제어,Day 43,kidnap,"유괴하다, 납치하다"
표제어,Day 43,guilty,"죄를 범한, 유죄의; 죄책감이 드는"
파생어,Day 43,guilt,죄책감; 유죄
표제어,Day 43,outrage,"격노, 분노; 불법 행위, 난폭; 격분하게 하다"
파생어,Day 43,outrageous,"난폭한, 극악한"
표제어,Day 43,rebellion,"반란, 폭동"
파생어,Day 43,rebel,반역자; 반대자; 반란을 일으키다
표제어,Day 43,revenge,복수; 복수하다
파생어,Day 43,take[get] revenge,복수하다
파생어,Day 43,theft,"도둑질, 절도죄"
표제어,Day 43,sin,죄; 위반; (죄를) 짓다
표제어,Day 43,enact,"(법령을) 제정하다, 규정하다; 상연하다"
파생어,Day 43,enactment,(법의) 제정
표제어,Day 43,forbid,"~을 금지하다, 막다"
표제어,Day 43,legalize,"법률화하다, 합법화하다"
파생어,Day 43,legal,법률(상)의; 합법의
파생어,Day 43,legalization,"적법화, 법률화"
표제어,Day 43,legislate,"법률을 제정하다, 입법하다"
파생어,Day 43,legislative,"입법상의, 법률을 제정하는"
표제어,Day 43,code,법전; 규범; 암호
파생어,Day 43,codify,법전으로 편찬하다
표제어,Day 43,patent,특허(권); 특허를 받은; 특허권을 얻다
표제어,Day 43,victim,피해자
파생어,Day 43,victimize,"희생시키다, 부당하게 괴롭히다"
표제어,Day 43,jury,배심(원단)
표제어,Day 43,prosecute,"기소하다, 고소하다"
파생어,Day 43,prosecutor,"검사, 검찰관"
파생어,Day 43,prosecution,"기소, 고발"
표제어,Day 43,sue,"소송을 제기하다, 고소하다"
표제어,Day 43,attorney,변호사
표제어,Day 43,verify,입증하다
파생어,Day 43,verifiable,증명할 수 있는
표제어,Day 43,witness,목격자; 목격하다; 증언하다
표제어,Day 43,warranty,보증(서)
파생어,Day 43,under warranty,(상품이) 보증기간 중인
표제어,Day 43,lawsuit,소송
파생어,Day 43,file a lawsuit,소송을 제기하다
표제어,Day 43,innocent,"죄 없는, 결백한"
파생어,Day 43,innocence,"무죄, 결백"
표제어,Day 43,imprison,"투옥하다, 수감하다"
표제어,Day 43,jail,"교도소, 감옥; 투옥하다"
표제어,Day 43,penalty,"형벌, 벌금"
파생어,Day 43,penalize,벌하다; 벌칙을 과하다
파생어,Day 43,penal,형벌의
파생어,Day 43,death penalty,사형
표제어,Day 43,comply,"(법·명령 등에) 따르다, 준수하다"
파생어,Day 43,compliant,"고분고분한, (법률을) 준수하는"
표제어,Day 44,ailment,병
표제어,Day 44,epidemic,"유행병, 전염병; 유행성의, 전염성의"
표제어,Day 44,asthma,천식
파생어,Day 44,asthmatic,천식의; 천식 환자
표제어,Day 44,insomnia,불면증
파생어,Day 44,insomniac,불면증 환자; 불면증에 걸린
표제어,Day 44,obese,"뚱뚱한, 지나치게 살찐"
파생어,Day 44,obesity,비만
표제어,Day 44,phobia,"공포증, (병적인) 공포"
파생어,Day 44,aquaphobia,물 공포(증)
표제어,Day 44,dietary,"음식물의, 식이요법의"
표제어,Day 44,deficiency,"부족, 결핍"
파생어,Day 44,deficient,"결핍되어 있는, 불충분한"
표제어,Day 44,paralysis,마비
파생어,Day 44,paralyze,마비시키다
파생어,Day 44,paralyzed,마비된
표제어,Day 44,allergic,"알레르기의, 알레르기 체질의"
파생어,Day 44,allergy,알레르기
표제어,Day 44,sanitary,"위생의; 위생적인, 청결한"
파생어,Day 44,sanitation,"공중 위생, 위생 설비[시설]"
표제어,Day 44,diabetes,당뇨병
파생어,Day 44,diabetic,당뇨병을 앓는; 당뇨병 환자
표제어,Day 44,plague,"전염병, 돌림병"
표제어,Day 44,symptom,"증상, 증후"
파생어,Day 44,symptomatic,증상을 나타내는
표제어,Day 44,chronic,"(병이) 만성인, 고질인"
파생어,Day 44,chronically,만성적으로
표제어,Day 44,swell,"붓다, 부풀다; 증가하다; 증가, 팽창"
표제어,Day 44,fatigue,"(심신의) 피로, 피곤"
파생어,Day 44,fatigued,"지친, 피로해진"
표제어,Day 44,sneeze,재채기; 재채기하다
표제어,Day 44,vomit,구토; 구토하다
표제어,Day 44,cure,치료(법); 치료하다
표제어,Day 44,remedy,"치료(법), 의약(품)"
파생어,Day 44,remedial,(문제를) 개선하기 위한
표제어,Day 44,surgery,수술
파생어,Day 44,surgical,수술의
표제어,Day 44,tablet,알약
표제어,Day 44,heal,"고치다, 치료하다; (상처 등이) 낫다"
표제어,Day 44,scar,"상처, 흉터; 상처 자국이 남다"
표제어,Day 44,suicide,자살
파생어,Day 44,suicidal,자살 충동을 느끼는
표제어,Day 44,choke,"숨통을 끊다, 질식시키다"
표제어,Day 44,drown,"물에 빠지다, 익사하다"
표제어,Day 44,wreck,파괴; 난파; 난파시키다
표제어,Day 44,wound,"상처, 부상; (마음의) 상처, 고통; 상처를 입히다"
파생어,Day 44,wounded,다친
표제어,Day 45,chill,"추위; 추운, 한기가 도는"
파생어,Day 45,chilling,으스스한
표제어,Day 45,damp,"축축한, 습기 있는; 축축한 곳, 물기; 낙담"
파생어,Day 45,dampen,"축축하게 하다, 적시다; (남을) 풀 죽게 하다"
표제어,Day 45,hail,"우박, 싸락눈"
파생어,Day 45,hailstone,"(한 알의) 우박, 싸락눈"
표제어,Day 45,humid,"습기 찬, 습한"
파생어,Day 45,humidity,"습기, 습도"
표제어,Day 45,moist,"습한, 축축한"
파생어,Day 45,moisture,"습기, 수분"
표제어,Day 45,turbulence,폭풍 상태; 난기류; 소란
파생어,Day 45,turbulent,"격동의, 격변의; 요동치는"
표제어,Day 45,frost,"얼어붙는 추위; 서리, 서릿발"
파생어,Day 45,frosty,"서리가 내리는, 몹시 추운"
파생어,Day 45,frosted,서리가 내린
표제어,Day 45,drought,가뭄
표제어,Day 45,breeze,산들바람
표제어,Day 45,tropic,((the ~s)) 열대지방
파생어,Day 45,tropical,열대(지방)의
표제어,Day 45,disaster,"재해, 천재(天災)"
파생어,Day 45,disastrous,"처참한, 피해가 막심한"
표제어,Day 45,violent,"격렬한, 맹렬한; 폭력적인"
파생어,Day 45,violence,폭력; 격렬함
파생어,Day 45,violently,세차게; 난폭하게
표제어,Day 45,herd,"(짐승의) 떼, 무리; 떼를 짓다"
표제어,Day 45,species,(생물의) 종(種)
표제어,Day 45,mammal,"포유류, 포유동물"
표제어,Day 45,reptile,파충류
표제어,Day 45,beast,"동물, 짐승"
표제어,Day 45,cattle,소; 가축
표제어,Day 45,roar,"으르렁거리다, 울리다; 고함치다; 포효"
표제어,Day 45,hatch,"깨다, 부화하다; (배·비행기의) 출입구"
표제어,Day 45,livestock,가축(류)
표제어,Day 45,ripe,"여문, 익은"
파생어,Day 45,ripen,"익다, 숙성하다"
표제어,Day 45,bunch,"송이, 다발"
표제어,Day 45,weed,잡초; 잡초를 뽑다
표제어,Day 45,grain,"곡식알, 낟알; 곡물, 곡류"
표제어,Day 45,predator,"포식자, 포식 동물; 약탈자"
파생어,Day 45,predatory,포식성의; (자신의 이익을 위해) 남을 희생시키는
표제어,Day 45,cave,"굴, 동굴"
파생어,Day 45,cave in,"함몰되다, 무너지다"
표제어,Day 45,dawn,"새벽, 동틀 녘; 시작, 발단; 날이 새다"
표제어,Day 45,cliff,"(해안 따위의) 벼랑, 절벽"
표제어,Day 45,copper,"구리, 동"
파생어,Day 45,coppery,"구리 같은, 구릿빛의"
표제어,Day 46,courteous,"예의 바른, 공손한"
파생어,Day 46,courteously,예의 바르게
파생어,Day 46,courtesy,공손함
표제어,Day 46,deliberate,"신중한; 고의의, 계획적인"
파생어,Day 46,deliberately,신중하게; 고의로
표제어,Day 46,intimate,"친밀한, 친숙한"
파생어,Day 46,intimacy,친밀함
파생어,Day 46,intimately,친밀히
표제어,Day 46,tolerant,"관대한, 아량이 있는"
파생어,Day 46,tolerate,용인하다; 참다
파생어,Day 46,tolerance,"관대, 용인"
표제어,Day 46,masculine,남성의; 남자다운
파생어,Day 46,masculinity,남성성
표제어,Day 46,gorgeous,"매력적인, 멋진; 호화로운"
표제어,Day 46,merciless,"무자비한, 잔인한"
파생어,Day 46,mercilessly,"무자비하게, 무정하게"
표제어,Day 46,sturdy,"튼튼한, 힘센; 견고한"
파생어,Day 46,sturdily,"튼튼하게, 완강하게"
표제어,Day 46,ambitious,"대망을 품은, 야망을 가진"
파생어,Day 46,ambition,"대망, 야망"
표제어,Day 46,faithful,충실한; 신의 있는
파생어,Day 46,faith,"신뢰, 신념"
표제어,Day 46,sincere,성실한; 참된
파생어,Day 46,sincerely,진심으로
파생어,Day 46,sincerity,"성실, 정직"
표제어,Day 46,frank,"솔직한, 가식이 없는"
파생어,Day 46,frankly,"솔직히, 숨김없이"
파생어,Day 46,to be frank,솔직히 말하면
표제어,Day 46,eager,열망[갈망]하는; 열심인
파생어,Day 46,eagerly,"간절히, 열심히"
표제어,Day 46,loyal,"충성스러운, 충의가 있는"
파생어,Day 46,loyalty,"충의, 충성"
표제어,Day 46,sensible,"분별 있는, 현명한"
표제어,Day 46,mischievous,"장난이 심한, 개구쟁이의"
파생어,Day 46,mischief,"장난, 못된 짓"
표제어,Day 46,naughty,말을 듣지 않는
표제어,Day 46,wicked,사악한; 심술궂은
표제어,Day 46,nasty,"비열한; 더러운, 불쾌한"
표제어,Day 46,brutal,"야만적인; 잔혹한, 무자비한"
파생어,Day 46,brutality,"잔인성, 만행"
표제어,Day 46,fierce,"사나운, 거친; 잔인한"
파생어,Day 46,fiercely,"사납게, 맹렬하게"
표제어,Day 46,greedy,"욕심 많은, 탐욕스러운"
파생어,Day 46,greed,탐욕; 식탐
표제어,Day 46,stubborn,"완고한, 고집 센"
파생어,Day 46,stubbornly,완고하게
표제어,Day 46,arrogant,"건방진, 거만한"
파생어,Day 46,arrogance,"거만, 오만"
표제어,Day 46,clumsy,어색한; 서투른
표제어,Day 46,awkward,"다루기 힘든; 어색한; 서투른, 미숙한"
파생어,Day 46,awkwardly,어색하게
표제어,Day 46,naive,"순진한, 천진난만한"
표제어,Day 46,timid,"겁 많은, 소심한"
파생어,Day 46,timidly,소심하게
파생어,Day 46,timidity,"겁, 소심"
표제어,Day 46,peculiar,"이상한, 별난; 특이한, 독특한"
파생어,Day 46,peculiarity,특성; 특이
표제어,Day 46,indulgent,관대한
파생어,Day 46,indulge,(욕망 등에) 빠지다; 제멋대로 하게 하다
파생어,Day 46,indulgence,관대; 탐닉
표제어,Day 47,abdomen,"배, 복부"
파생어,Day 47,abdominal,"배의, 복부의"
표제어,Day 47,artery,동맥
표제어,Day 47,cell,세포
파생어,Day 47,cellular,세포의
표제어,Day 47,bone,"뼈, 골격"
